judul,narasi,label
"Presiden Prancis, Macron meminta maaf dan berjanji membantu pendirian sekolah Turki di Prancis","Presiden Prancis Emmanuel Macron kemarin mengeluarkan larangan pendirian sekolah Turki di Prancis. Merespon hal itu, setengah jam kemudian, Presiden Turki Erdogan mengeluarkan perintah penutupan semua sekolah prancis di Turki. Kurang lebih 70 sekolah. Beberapa menit kemudian, Presiden Macron menarik kembali keputusannya, meminta maaf kepada rakyat Turki, dan berjanji membantu menyediakan semua fasilitas untuk kepentingan pendirian sekolah Turki di Prancis. Erdogan dilawan! Presiden Erdogan mengajarkan Macron dan rakyat Prancis makna kemanusiaan dan makna menghargai hak asasi semua manusia di muka bumi. Presiden Turki mengajarkan Izzah ummat islam kepada para pemimpin negeri islam yang terus membebek ke yahudi.*** Sumber : Turki al-Yaum",Berita Valid
Foto ANIES BASWEDAN INGIN PATUNG LILINNYA BERKARAKTER TERSENYUM,Anis secara khusus mengajukan request agar karakter wajahnya di patung lilin bukan sedang manyun alias cemberut seperti yang banyak dijumpai di foto yang beredar di sosial media. Dia ingin wajahnya sedang tersenyum dan terlihat giginya. Makanya secara khusus dia juga melakukan proses cetak gigi untuk pembuatan mouldingnya.,Berita Valid
Puan Maharani Menambahkan Kata Pro Rakyat Dalam Pembukaan UUD 1945,"Puan Maharani Tambahkan “Pro Rakyat” di Akhir Pembukaan UUD 45, Iwan Sumule: Ini Kejahatan Konstitusi!",Berita Valid
Video Masjid/ mushola ditutup tpi knp ngadain konser cuk,Masjid/ mushola ditutup tpi knp ngadain konser cuk.. Otak mana otak,Berita Valid
78 Tentara Korea Utara Masuk Islam,"Ketika hati telah dibuka, dan kegelapan diterangi. Seruan kebenaran tak mampu untuk dielaki di dalam dada yang lapang. — 78 tentara Korea Utara menerima Islam- Berapa banyak Muslim yang online untuk mengatakan ; MasyaAllah",Berita Valid
"Gibran: Kata Bapak Jadi Pemimpin Itu Tidak Perlu Pintar, Makanya Saya Akan Mencanlonkan Diri Menjadi Walikota","Gibran: Kata Bapak Jadi Pemimpin Itu Tidak Perlu Pintar, Makanya Saya Akan Mencanlonkan Diri Menjadi Walikota",Berita Valid
Hanya Cicilan Nasabah yang Positif COVID-19 yang Dapat Ditangguhkan,"Berarti harus positif korona dulu baru cicilan di bank bisa di tangguhkan,",Berita Valid
Chloroquine  bisa menyembuhkan covid-19,obat antimalaria chloroquine phosphate atau klorokuin fosfat dapat menyembuhkan pasien virus corona atau COVID-19,Berita Valid
"Negara Sudah Bangkrut, KK dan Akte Dicetak di Kertas HVS","negara sudah bangkrut gaesss….lembaran untuk KK dan AKTE kelahiran dicetak di kertas HVS..!!,",Berita Valid
Informasi Lowongan Kerja di Rumah Sakit Islam Jombang,"Rumah Sakit Islam Jombang
 
 Membuka open rekruitmen pegawai tetap non kontrak
 
 Staf TU, Staff Pembantu Admin dan Resepsionis
 
 Perempuan maksimal 35 tahun
 Pengalaman tidak diutamakan
 Fresh graduate/ Minimal ijazah SMA Sederajat
 Bisa kompromi dan akan dilatih sampai bisa",Berita Valid
Korelasi Video Anak Disuapi Berudu Hidup dengan Virus Corona,"Flu babi muncul di Cina, dan flu burung menyebar dari Cina ke dunia, dan sekarang virus korona telah muncul, dan penyakit ini telah muncul di Cina.
 
 Masyarakat Cina adalah masyarakat yang korup secara mental. Kita harus menyelamatkan anak-anak ini.
 
 Tiongkok telah menjadi ancaman bagi kemanusiaan.
 
 #Corono",Berita Valid
spanduk TNI menyambut hangat untuk para peserta aksi milad 212 besok hari senin,Terpampang jlas respek spanduk TNI menyambut hangat untuk para peserta aksi milad 212 besok hari senin di monas.bkan sekedar respek ucapan spanduk aja kawan tapi ada yg luarbiasa para TNI menyiapkan mkanan juga untuk para peserta 212 besok. Trlihat jls aura wajah mereka sangat bahagia ketika saya brjumpa para tni tdi sore..dan akupun tdak segan segan sdikit brcanda sambil bersalaman rasa nyaman pun saya merasakan.,Berita Valid
"Perintah pemimpin negara,,,,Seluruh karyawan PNS dan ASN diwajib kan berpakaian seperti foto dibawa ini kata mentri agama dan para menteri komunis","Perintah pemimpin negara,,,,Seluruh karyawan PNS dan ASN diwajib kan berpakaian seperti foto dibawa ini kata mentri agama dan para menteri komunis,,,,karena mulai sekarang berpakaian hijab dan bercadar sudah dilarang oleh pemerintah Radikal,,,,!!",Berita Valid
"Anies Piknik Bersama 5200 Anak Yatim dan Dhuafa, Cuma Diliput 1 Media","Anies Piknik Bersama 5200 Anak Yatim dan Dhuafa, Cuma Diliput 1 Media.",Berita Valid
Papua atau Timor Leste?,"Setelah kemaren ngecap asal-asalan HOAX, sekarang malah nyebar HOAX. Ini video di mana, Min? Papua atau Timor Leste? Pusat Penerangan kok malah bikin gelap & menyesatkan.Tolong disuspend aja deh akun ini, @TwitterID & @kemkominfo. Ini link video aslinya: https://youtu.be/l65y9WiWhmY",Berita Valid
Deddy Dhukun Meninggal,"Berita Duka…

Telah meninggal Dunia pagi ini, Selasa, 16 Juli’2019 pada jm.06.20 di RS An Nisa Tangerang saudaraku tercinta yg kita kenal sebagai Deduk / Deddy Dhukun dalam usia 65 tahun…",Berita Valid
Batu tempat Nabi Muhammad duduk ketika melakukan Isra Miraj sampai sekarang masih melayang di udara,"Allahu akbar, jika anda percaya kekuasaan Allah ini tekan sukai halaman Sebelah Atas, Lalu Bagikan KetemanMU / grup",Berita Valid
"Rizal Ramli : RI Berhutang Lagi Yield 11,625%, 4 Maret 2019","Indonesia ngutang lagi $2M yield 11,625%, 4 Maret 2019. Yield tertinggi! Vietnam hanya yield 5%. Rp kuat didukung oleh peningkatan pinjaman dgn bunga super tinggi !! Kreditor pesta pora, rakyat semakin terbenani. Menkeu semakin ngawur.
International bonds : Indonesia,",Berita Valid
Surat Perjanjian Bersama Target 500 Gereja Selama 5 Tahun,"Ditargetkan 500 Gereja Terbangun Dalam 5 Tahun, Setahun 100 Gereja Di #Bekasi ….
 Luar Binasa’",Berita Valid
Alfamart Bagi-bagi Voucher Jutaan Rupiah,voucher gratis,Berita Valid
"Video Macan Kumbang Turun Gunung di Sekitar Jalan Kamojang, Kabupaten Garut","Hati2 yang mau ke Kamojang dari Arah Garut….. Macan Kumbang, Maung pada turun Gunung sudah dua hari ini….
 huaduh pertanda alam apa ya ?,",Berita Valid
Teror Kolor Ijo di Kabupaten Malang,"Info Dhulur
TEROR KOLOR IJO
Rescue Perindo – Ada hal yg menarik dalam berita medsos hari Senin Tgl 27 / 11 / 2017 ini , kok masih ada Kolor Ijo beraksi kembali.
Kejadian ini muncul kembali didaerah Desa Amadamon Kec Dampit Kab Malang.
Warga sekitar sana beberapa hari ini kemalingan pakaian dalam ( celana dalam ) wanita saat dijemur diluar , bahkan didalam Almari dirumah salah satu warga disana hampir ludes celana dalamnya diambil si kolor ijo.... ",Berita Valid
: Rombongan Harley Davidson Indonesia Palembang - Sumsel Ingin Habisi GMBI,"Belum lama ini, beredar foto komunitas Harley Davidson Indonesia disertai caption yang akan berujung tindakan anarkis terhadap LSM Gerakan masayarakat bawah indonesia (GMBI). terlihat dalam foto tersebut terparkir sejumlah motor gede yang ingin menyebrang dari pelabuhan",Berita Valid
Turn Back Hoax Tukang Nyebar Fitnah,"Turn Back Hoax, tukang nyebar hoax.
 
 Ini satu pelakunya ketangkep.
 
 Pak Hidayat Nurwahid disebarkan sholat berjamaah dengan imam syiah di Iran. Padahal setelah di teliti pola pixelnya pada bagian leher yang saya cropping fix editan.",Berita Valid
"The Jakarta Post Memuat Berita di Koran Cetak dan Elektronik, bahwa 14 Terpidana Narkoba Dieksekusi Mati pada Juli 2016",“Firing squads kill 4 convicts”,Berita Valid
Peresmian Monumen Po An Tui Di TMII,"Rudy Razy, Jonru, Posmetro mengklaim bahwa Mendagri membuat prasasti/monumen Po An Tui (laskar China yang antek Belanda) di TMII.",Berita Valid
"Video Viral di Lombok, anak SMP berubah wujud menjadi anjing","astagfirullah lagi rame di lombok, mau tau kelanjutannya ga ???”. Selain itu, di video terdapat narasi “Astagfirullah” dan “VIRAL DI LOMBOK ANAK SMP BERUBAH WUJUD MENJADI A****G",Berita Valid
Foto HRS dan Patung Christ the Redeemer,Selamat PAGI BAGI KAUM MABOK AGAMA!sudahkah ANDA mengKAFIRKAN ORANG yang tidak sejalan Denganmu PAGI INI?,Berita Valid
Foto Kebohongan dan Kecurangan Wali Kota Solo,"Inikah Walikota Solo, sungguh merugi Solo memilihnya, kecuali dengan Kecurangan dan Kebohongan yang memènangkannya",Berita Valid
Video Saksikan Konser Amal Corona Bersama Mike Klepon,SAKSIKAN KONSER AMAL CORONA BERSAMA.. MIKE KLEPON,Berita Valid
China Lakukan Uji Coba Vaksin di Indonesia Karena Kekurangan Monyet,HARGA MONYET CINA VERSUS HARGA MANUSIA INDONESIA,Berita Valid
"Jumping Urine, Saran Buat Semua Laki-Laki Usia 50, Apabila Mengalami Kesulitan Buang Air Seni","JUMPING URINE” Saran buat semua laki2 di atas usia 50, apabila mengalami kesulitan buang air seni gara2 ada pembesaran prostat. SEKEDAR INFO: Penting bagi yang Usia Lanjut manfaatnya “JUMPING URINE”.",Berita Valid
TENTARA MERAH PKC Nyamar Jadi Pekerja Proyek,Penyamaran Kalian Terbongkar Sudah. Mereka ini Aslinya Militer Dari RRC Masuk Ke Indonesia Nyamar Jadi Pekerja Proyek Hasil tangkapan semalam di Karawang… pekerja LRT…ternyata TENTARA MERAH PKC… VIRAL KAN…,Berita Valid
Warga India Membuang Patung Ke Sungai Karena Tidak Bisa Menyelamatkan Mereka Dari Virus Corona,WARGA DI INDIA MEMBUANG SEMUA PATUNG2 BERHALA MEREKA KEDALAM SUNGAI KARENA PATUNG2 YANG MEREKA SUJUD2 NGA BISA SELAMATKAN MEREKA DARI WABAH VIRUS PENYAKIT COVID 19 ( CORONA),Berita Valid
Virus Covid-19 Sengaja Dimasukkan kedalam Tubuh Masyarakat Melalui Alat Rapid Test,"Setiap ada yg positip pssti dinyatakan Zona merah, sehingga yg masyarakat yang tadinya negatip diupayakan untuk menjadi positip dengan cara memaksukan covid-19 ke tubuh masyarakat melalui Rapid Test dengan dalih tes kesehatan.",Berita Valid
Maaf bu Menteri,Maaf bu Menteri. Pernyataannya merendahkan peketja Indonesia. Tidak boleh ada Menteri apalagi Menteri Tenaga RI buat pernyataan seperti itu. Kalau rendah kualitas mereka tugasmu meningkatkan kualitas mereka,Berita Valid
"Tweet Ganjar Pranowo : Kalo saya nonton video porno sambil onani, salahnya dimana? Kan nikmat tuh..","Kalo saya nonton video porno sambil onani, salahnya dimana? Kan nikmat tuh.. #stayhome#staysafe#stayhealthy",Berita Valid
Dokter Italia Sengaja Membunuh Pasien Virus Corona,"An Italian doctor at the center of the country’s fight against coronavirus has been charged with murder after authorities found out that he is responsible for over 3,000 coronavirus-related deaths. Dr. Sergio Kerr, who is a known member of the Italian opposition Democratic Party, is found to have ignored the approved medical procedures for treating coronavirus patients. A state prosecutor tells court that Dr. Sergio administered Benadryl, Ditropan and doxepin which are anticholinergic medications which worsen pneumonia[…](berlanjut di bagian catatan)",Berita Valid
"Queensland, Australia: Aktor Tom Hanks telah meninggal pada usia 63.","A Queensland Health spokeswoman said the actor passed away late Friday night AEST from complications in relation to Covid-19. The actor and his wife Rita Wilson, were being treated by the Gold Coast University Hospital after recently being diagnosed with the deadly virus.",Berita Valid
Dokter Israel Membantu Pasien Corona di China,Dokter Israel bantu RRC ttg wabah virus corona 427 orang dengan percobaan vaksin produk dr Israel dinyatakan sembuh Puji Tuhan. Kerjasama Dr.Israel dan Dr.China ada solusi mengentaskan wabah berbahaya.,Berita Valid
Video 5 Pasien Suspect Infeksi Virus Corona - 1 Meninggal Dunia Di RSU Dr Kariadi Semarang-Indonesia,"#CoronaOutbreak
 5 Pasien Suspect Infeksi Virus Corona’— 1 Meninggal Dunia Di RSU Dr Kariadi Semarang-Indonesia",Berita Valid
Batu Calcium Oxalate di Ginjal Karena Suka Sekali Konsumsi Soft Drinks,Ginjal seorang pasien yg baru diangkat krn mengalami pembengkakan. Dalam ginjal ditemukan banyak sekali batu/calcium oxalat. Pasien ini suka sekali mengkonsumsi soft drinks. Smoga jd pembelajaran buat kita semua. Anak2 harap dihindarkan dari soft drinks,Berita Valid
Foto Fadli Zon Dengan Alm Suhardi,"Jelas ini bukanlah demo buruh seperti biasanya karena tidak ada alasan bagi mereka lagi untuk marah terhadap Ahok karena kinerja Ahok yang jauh lebih baik dari pada Gubernur-Gubernur sebelumnya selain Ali Sadikin,Apalagi Ahok kedepannya akan digantikan oleh Anies setelah kekalahannya di Pilkada April 2017 yang lalu menurut hasil Quick Count,Jadi jelas ini hanyalah Aksi yang didukung oleh sejumlah elite politik yang kotor.Bahkan diduga kuat oleh masyarakat dan netizen adanya keterlibatan Fadli Zon dan Haji Lulung dengan aksi demo buruh yang berakhir dengan pembakaran karangan bunga untuk Ahok tersebut,Karena foto Fadli Zon dan Haji Lulung seperti memberikan komando pada orang-orang suruhannya yang menyamar jadi buruh demo.",Berita Valid
Penginjil Asal Amerika Serikat Joyce Meyer Bagikan Uang Di Facebook,"PERINGATAN..!! UNTUK SEMUA NEGARA, mulai hari ini sampai batas yang saya tetapkan adalah 30 Juli 2020, saya akan memilih orang di Facebook secara acak dan resmi (tanpa penipuan). Terapkan dari rumah dan terima hadiah dalam 5 menit, kami mempostingnya untuk membantu orang-orang karena epidemi virus CORONA telah mencegah banyak orang bekerja.",Berita Valid
"Tak Perlu Ikut Rapid Test, Mencium Bau Cuka Bisa Deteksi Seseorang Terkena Covid-19 Atau Tidak","Tak Perlu Ikutan Rapid Tes, Mencium Cuka Bisa Deteksi Apakah Kita Terkena Virus Atau Tidak, Begini Caranya",Berita Valid
"Jika anda seorang Muslim, pasti tahu kesalahan yang orang ini","Jika anda seorang Muslim, pasti tahu kesalahan yang orang ini",Berita Valid
"Golden Swalayan Jadi Klaster Baru Covid-19, Warga Wajib Lapor RT Jika Ingin Berkunjung","Di himbau kpd seluruh warga apabila ada yg ke Golden swalayan sblum tgl 18 Mei, rings waktu 1 minggu sebelumnya agar supaya lapor ke Ketua RT masing2 dan sebaiknya melakukan isolasi mandiri di rumah dan jangan lupa pakai masker. Kalau ada gejala panas dan batuk segera di periksakan ke puskesmas.",Berita Valid
Video Sekarang gantian para monyet menikmati renang di hotel,Sekarang gantian para monyet menikmati renang di hotel (efek hotel di BaLi sepi pengunjung) & manusianya hanya cukup stay at home aja… Hahahaa…benar2 dunia lg terbalik balik,Berita Valid
Kematian disebabkan COVID-19: Dibalut dalam bag,"Kematian disebabkan COVID-19:
 
 Dibalut dalam bag, tak boleh dimandikan, hanya tayamum atas beg sahaja. Tak boleh bawak jenazah balik rumah, family tak boleh tengok unless dah dikebumikan.
 
 Still rasa benda ni tak serius? Pergi lah lepak malam ni, pergi keluar, pergi balik kampung, pergi travel. Pergi.",Berita Valid
Coronavirus akan hancur dengan air,"Menanggapi hal tersebut, salah seorang dokter spesialis penyakit dalam di Kota Makassar, Dr. dr Luthfi Parewangi, SpPD mengatakan bahwa masyarakat Indonesia tidak perlu terlalu khawatir dengan virus tersebut.
 
 Menurutnya wilayah Indonesia salah satu negara yang kaya akan air. Ia menjelaskan bahwa Coronavirus akan hancur dengan air. Salah satu yang bisa dilakukan khususnya untuk umat Muslim adalah dengan menjaga air wudhu.",Berita Valid
Pemeriksaan Air Liur Di Bandara Changi,"Breaking news buat rekan2 yg mau berangkat ke Singapore
 
 Mulai sekarang setiap penyumpang yg mendarat di Changi Airport harus di test air liurnya ddan bila ternyata di-suspect Covid-19, maka harus langsung di-karantina selama minimal 14 hari di RS se-tempat atas biaya sendiri.",Berita Valid
Anies Baswedan Dapat Gelar Amirul Amanah atau Pemimpin Yang Amanah,"Goodbener Endonesyah….
 
 Dapat Gelar dari Saudi Arabia buat bang Anis Baswedan sebagai “AMIRUL AMANAH” PEMIMPIN YANG AMANAH.",Berita Valid
"McDonald, KFC, Dominos, dan Pizza Hut Sudah Dicabut Sertifikasi Halalnya","Dgn dicabutnya sertifikat HALAL oleh Amerika sendiri, maka Mc Donald menjadi tidak halal bagi muslimin
 
 AMERIKA TELAH MENCABUT SERTIFIKAT HALAL THD PRODUK2 Mc DONALD ada translate nya ya geus dibawah klo mls bca bhs asingnya langsung aj bc bhs indonesia nya",Berita Valid
Politisi PDIP : Negara Akan Hancur Bila Jokowi Tidak Segera Mundur,Politisi PDIP : Negara Akan Hancur Bila Jokowi Tidak Segera Mundur,Berita Valid
Lacak Ponsel Hilang Lapor ke cop@vsnl.net,"Jangan Panik Bila Hp Kamu Hilang atau Dicuri, Nyatanya Nomor di Kardus Hp Kamu Bisa Melacak dan Menemukannya Kembali",Berita Valid
Ribuan Warga China Berdatangan Ke Indonesia Lewat Bandara Kota Pekanbaru,Baru satu hari diumumkan menang…ribuan orang cina sdh berdatangan…bagaimana nasib pribumi serta anak cucu kita nanti…,Berita Valid
"Ternyata Agnes Kusumahandari, Guru SDN Pakujajar Sukabumi perekam video ancaman pemenggalan kepala Presiden Jokowi","Ternyata Guru SDN Pakujajar Sukabumi. Gaji ke-13 jangan dikasih. Belum afdol kalau ibu perekam video ancaman pemenggalan kepala Presiden Jokowi ini juga belum diciduk,",Berita Valid
Saya kira ini tanda-tanda,Kemarin 23 dubes Uni Eropa rapat di markas BPN Prabowo-Sandi. Saya kira ini tanda-tanda. Jokowi Maruf bakal tumbang,Berita Valid
PEMERINTAH LUNCURKAN ALAT DETEKSI GUNUNG AGUNG,Alat deteksi letusan gunung dipasang pemerintah pusat didesa selat duda seharga 6m .mampu deteksi 2 jam sebelum Meletus.,Berita Valid
SURAT PENERIMAAN SELEKSI CPNS DI WILAYAH PEMKOT CIREBON,Kami mengundang nama-nama pada tabel berikut untuk mengikuti seleksi CPNS dan pengangkatan Honorer K2 menjadi PNS,Berita Valid
Video Sapaan Maruf Amin yang Dinilai Dicuekin Pengunjung Rumah Makan adalah Sudah Menjadi Cawapres,"“SAPAAN MA’RUF AMIN DICUEKIN PENGUNJUNG RUMAH MAKAN?
 Pemandangan seperti ini sebenarnya membuatku sedih kok jadi seperti ini seorang ulama menyapa pengunjung seakan mereka tidak kenal siapa yang menyapa.",Berita Valid
Perbaikan Sistem Tiket Elektronik Commuterline Dilakukan Selama 14 Hari,14 Hari kedepan moga secepatnya kembali seperti sedia kala,Berita Valid
Almarhum Imam Samudra dipindahkan kuburnya,"Almarhum Imam Samudra waktu mau dipindahkan kuburnya, ternyata jasadnya msh utuh.",Berita Valid
Robohnya Salah Satu Bangunan Cagar Budaya Kota Tua Jakarta,"ini kalian ngapain aja ya , bangunan cagar budaya kota tua bisa lenyap",Berita Valid
Seorang Anak Meninggal Saat Bukber Karena Konsumsi Coca-Cola,"Td dpt kabar dr teman , anaknya ikut acara bukber dng teman2 kelasnya di
  KFC dan minum coca cola, mungkin perutnya ga kuat langsung pingsan di 
 bawa k rumah sakit jam 19,30 meninggal
 Innalillahi wa inna ilaihi rojiuun Memang sudah ajalnya, tetapi tetap kita harus jaga kesehatan",Berita Valid
"Pemerintah Tidak Serius Menangani Kebakaran Hutan, Usahanya Sejauh Ini Cuma Pencitraan","Pemerintah tidak serius menangani kebakaran hutan, usahanya sejauh ini cuma pencitraan",Berita Valid
Pemerintah China akan kirim 250 juta tentara Merah ke Indonesia,Ternyata benar kta pk prabowo. Thn 2023 tdk akn ada lagi indonesia.,Berita Valid
Video Bimbim Slank Komunisme/PKI,"Selama Dirimu Mimpin Jow @jokowi. Semua Terang Benderang Ttg Komunisme , Salah Satu Pndukung setia mu Mantan pemakai Narkoba ,ternyata Saya Tahu siapa dia sekarang ? #RakyatKompakTumpasPKI",Berita Valid
Seorang Kakek di Tulungagung Meninggal Karena Covid-19,"Info: Brsan daerah Bago (RS Bayangkara ketimur) ada orang tua usia 70thn meninggal dunia krn Covid-19, beliau terpapar cucunya (OTG) yg baru pulang dr pondok Madiun 2hr yg lalu, setelah diperiksa ternyata si cucu positif Covid-19 & sekarang sdh dikarantina di rusun IAIN, kemungkinan mulai besok Bago Lockdown",Berita Valid
KJP Dicabut Dan Kurungan 3 Bulan Bagi Anak-Anak Yang Keluar Rumah Selama PSBB,"Bapak & ibu di ingatkan anak-anak kita agr tetap di rumah selama berlaku PSBB (Tgl 10 April2020) karena kalau anak nya berada di luar akan dibawa ke kelurahan,di mintai keterangan dan yang ambil anaknya ke kelurahan orang tua bersama Sekolah / gurunya sanksi tegas kurungan 3 bulan % Kjp nya di cabut",Berita Valid
katanya Ada korban virus Corona di PIK,"Gak tau ini kapan kejadianya ,katanya Ada korban virus Corona di PIK Kapuk cengkareng lantai 3.
 Valid gak ini ?? Infonya temen”
 Hindari keramaian buat saat ini",Berita Valid
"Foto Jokowi Duduk Bersebelahan dengan Menhub Budi Karya, Disebut UDAH PAHAM DONK KORBAN SELANJUTNYA","UDAH PAHAM DONK SIAPA KORBAN SELANJUTNYA. Pria berkaos hitam positif corona,",Berita Valid
Info Terkini : kudus sudah ada 2 org pasien Virus corona,Info Terkini : kudus sudah ada 2 org pasien Virus corona… Skrg di rawat di Ruang Isolasi RSUD kudus… Mohon tmn2 jauhi tempat keramaian sperti Cafe… & Mall. TKI dari korsel Suami -Istri . Orng Besito -Gebog.NB. Sumber Berita dari slh satu pegawai RS.,Berita Valid
: Foto Jalanan Yang diklaim ada Di Sumatera,"#SALAM2PERIODE
 
 Ini bukan HOAX lo… Ini Ada di SUMATRA",Berita Valid
"Pelaku penculikan anak berhasil ditangkap dan diamankan di Polsek Tegalsari, Surabaya, Jawa Timur",Penculikan anak itu ternyata benar terjadi di Surabaya jawa Timur. Salah satu pelaku penculikan anak berhasil ditangkap dan diamankan di polsek tegalsari. Rame banget banyak yang nonton di polsek tegalsari tersebut.,Berita Valid
PENGUMUMAN PENAMBAHAN KUOTA PENERIMAAN POLRI,Bersamaan dengan email ini kami memberi kesempatan bagi peserta yang tidak lolos seleksi sebelumnya untuk mengikuti seleksi tahap 2 penambahan kuota hanya sekitar 10-20% per provinsi,Berita Valid
POSTINGAN FACEBOOK SAF SALAT PRIA-WANITA CAMPUR DI KAMPANYE 02 ADALAH HOAKS,"Akan ada tahun penuh dengan tipu daya
Fitnah Dajjal di akhir zaman",Berita Valid
Timor Leste Mau Kembali Bergabung Dengan Indonesia Sekarang,"Sumber-sumber tersebut menyebutkan hal yang sama, yakni keinginan Timor Leste kembali bergabung dengan Indonesia. Kutipan yang digunakan ialah pernyataan Xanana Gusmao, “Timor Leste harus bergabung dengan Indonesia. Kami butuh pemimpin baru.”",Berita Valid
Didalamnya ada Ratna sarumpaet loh,Yuk kita simak pernyataan USTADZ ALFIAN TANJUNG tentang tokoh tokoh PKI,Berita Valid
Poster Anis Matta Dukung Jokowi Dalam Pilpres 2019,Jokowi layak melanjutkan ke periode berikutnya,Berita Valid
Discount 35% Teriak 2 Periode,"Mau disc atau gratis sekalipun..
 Ogah teriak 2 periode…
 Tdk sebanding dengan nasib bangsa kedepannya….",Berita Valid
Scenario Busuk Di Tengah Jalan,Alur Pergerakan yang Massive Serangan Asymmetric Wars dan GERILYA CHINA KOMUNIS Secara Sistematik meLalui Jalur POLITIK bekerja sama dgn Partai Partai yg meMusuhi Islam,Berita Valid
Foto Marcela Zalianty Bersama Sandiaga Uno,Tercyduck.. foto Sandiaga Uno bersama Marcella Zalianty,Berita Valid
Hoaks Penculikan Anak Kecil Usia 1-12 Tahun Mengatasnamakan Kapolri,"mohon perhatian bagi orang tua yg punya anak kecil usia 1-12TH.
 info resmi dari kapolri.",Berita Valid
Pimpinan Ponpes Al Hidayah Cicalengka Dianiaya di Dalam Masjid,Rapat kan barisan rapat kan barisann .. jaga ulama kita jaga ulama kita kriminalisasi ulamii terjdi lagii di cicalengka bandung seorng ulama pimpinan ponpes di aniaya ketika pulang sholat subuhhh … oleh antek2 BIADAB ???,Berita Valid
Telah Allah Cabut Rasa Sakit Pada Pemuda Palestina Ini Ketika Tembakan Kafir Zionis Tepat Mengenai Dada Kirinya,"Terlihat di wajah,,telah Allah cabut rasa sakit pada pemuda Palestina ini ketika tembakan Kafir Zionis tepat mengenai dada kirinya ?? Syurga menunggumu wahai mujahid ￼￼￼ Sewaktu ketika orang Palestina di tanya , kenapa kalian tidak pindah saja,kalian cari negara-negara yg lebih nyaman ada Indonesia, Brunei, Malaysia, dll, kenapa kalian masih menghadapi Zionis Israel yang sangat arogan, yg dzolim yg sombong dan yg gak punya perasaan. Masya Allah,, jawaban mereka sangat menyentuh hati luar biasa...",Berita Valid
: Tentara Asing di KFC Cinere Mall,"Ada yang tau dan bisa kasih info, mereka siapa?
@KFC Cinere mall”",Berita Valid
"Aturan Baru Pemprov DKI, Pemotongan TKD Para ASN Sebesar 65%","Draft pergub yg baru, yg katanya 25% akan dibayarkan di triwulan 2, dihapus, jd tunjangan hanya 35% saja yang 65% harus diikhlaskan karena untuk kepentingan warga DKI",Berita Valid
KABAR BARU WARGA VIETNAM US!R KETURUNAN C!NA,KABAR BARU !! WARGA VIETNAM US!R WARGA KETURUNAN C!NA DI NEGARANYA..,Berita Valid
Erdogan Tak akan Tutup Mesjid di Turki Selama Pandemi Covid-19,Tidak ada mesjid yang ditutup di turki dari ancaman virus corona.. Alloh huakbar Baru matap ini punya persideun,Berita Valid
Karna mati kena corona,Karna mati kena corona,Berita Valid
Mahfud MD Mengikuti Jejak Kakeknya Raden Ario Majang Koro yang Menjadi Penghianat,"Buah jatuh tdk jauh dari pohonnya….!!!
 Mahfud mengikuti jalan kakeknya yg tentara Belanda…..yg ikut menyerang kerajaan Aceh .
 Kakeknya adalah salah satu perwira tentara Belanda yg berkulit sawo matang.Dan kematian sang kakek di ujung rencong pejuang Aceh…Turun-temurun jadi pengkhianat kaumnya .paham Kan….?",Berita Valid
Presiden Rusia  main piano lagu kebangsaan RI  bentuk ucapan utk Jokowi..LUAR BIASA,Presiden Rusia (Putin) main piano lagu kebangsaan RI 🇮🇩 bentuk ucapan utk Jokowi..LUAR BIASA,Berita Valid
"Pemadaman listrik wilayah bekasi hari Sabtu dan Minggu, Tgl 24 & 25 Agustus 2019","Sekilas info
 Hasil rapat BPJT , Kepolisian, proyek elepatit dan LRT
 Pemadaman listrik wilayah bekasi
 Hari Sabtu dan Minggu
 Tgl 24 & 25 Agustus 2019 (siang) kurang lebih 4-5 jam
 Kegiatan pemasangan gerder beton elepatit dan LRT di Km 18 tol Jakarta Cikampek yg berada dibawah sutet.",Berita Valid
DUKA PERTAMA UMAT ISLAM PASCA PILPRES 2019,INI NEGARA SUDAH GILA – DUKA PERTAMA UMAT ISLAM PASCA PILPRES 2019 – NA ‘UZUBILLAHIMIN ZAALIK,Berita Valid
Es Krim Magnum Mengandung Babi,Kiriman dr pa2 beberapa makanan dan minuman yg tdk boleh dikonsumsi,Berita Valid
Peringatan Gempa & Tsunami Oleh Akun Bupati Bantaeng,"Disampaikan kepada seluruh warga bantaeng, untuk meninggalkan area pesisir, karena tanda tanda gempa & tsunami sudah muncul, untuk info lebih lanjut!! Hubungi posko posko pemenangan PRABOWO SANDI.",Berita Valid
RICUH AKSI MAHASISWA DI BATAM,"RICUH AKSI MAHASISWA DI BATAM
 
 APARAT BERTINDAK REPRESSIF !",Berita Valid
Memo SBY Dukung Jokowi-Maaruf Amin Pada Kamis Malam,"“Demi kepentingan bangsa dan negara, saya SBY dan Partai Demokrat sepakat untuk mendukung pasangan Bapak Jokowi dan KH Ma’ruf Amin pada Pilpres 2019.”",Berita Valid
Koh Napi Mendapat Perlakuan Istimewa,Wooww seorang Koh Napi “Sang Penista Agama ”,Berita Valid
