judul,narasi,label
Meninggal karena Makan Mi dan Cokelat secara Bersamaan,"*Prof.Dr.Ir. Rokhmin Dahuri (IPB/Mantan Menteri Perikanan & Kelautan) 😘 *SEKEDAR INFO KHUSUSNYA UTK ANAK KOST ATAU UNTUK SEMUANYA…* “SUATU KEJADIAN…” Ada seorang Wanita meninggal Mendadak dgn Kelima Panca Indera nya keluar darah. Setelah diselidiki ternyata Wanita ini meninggal , bukan karena ‘Bunuh Diri’ atau ‘Dibunuh’, Melainkan karena ketidaktahuan tentang ‘Racun akibat Makanan. Wanita ini memiliki kebiasaan makan Coklat tiap hari , ini tidak masalah. Masalahnya , malam itu wanita ini kebanyakan makan ‘MIE GORENG’. Sebenarnya cuma makan mie goreng saja , juga tidak masalah , karena orang rumahnya juga banyak makan mie malam itu & tak ada yg meninggal. Tetapi , karena MIE itu mengandung ‘Arsenic Pentoxide’ (As2O5) & Berhubung habis makan MIE wanita itu makan COKLAT. Terjadilah “Reaksi Kimia” di dalam Perut yg membuat ‘Arsenic Pentoxide’ (As2O5) Berubah menjadi Arsenic Trioxide (As2O3) yg Sangat Beracun. Inilah yg Mengakibatkan : • Hati • Jantung • Ginjal • Pembuluh Darah Rusak • Usus Berdarah • Pembuluh Darah Melebar/Dilatasi. Sehingga wanita itu Meninggal dgn sangat mengenaskan dgn Kelima Panca Indera ‘Keluar Darah’ saat itu. Jadi Hati-hati.!!, Jika habis banyak makan. • MIE Goreng • MIE Kering • MIE Rebus (Kuah) • MIE Soto • Semua Jenis MIE – Jangan Makan COKLAT pada saat yg ‘BersamaaN’ !!! Marilah Berbagi , jika ‘Kita Tahu’ Hal ini ‘Penting’ utk Semua. – Sampaikan ke semua keluarga , sahabat , Teman dan Handai taulan. Mari berbagi Kepedulian Kita dengn Sesama..!! # Info Kesehatan KemenKes. RI.",Berita Palsu
Anggota DPRD Jambi Berbuat Asusila di Mobil Sebelum Alami Kecelakaan,Detik – detik sebelum kecelakaan !! Anggota dpr sempat enak enak di mobil dinas,Berita Palsu
Ahok Berhasil Dibekuk dan Dijebloskan,TEPAT MALAM INI AHOK BERHASIL DI BEKUK DAN DI JEBLOSKAN,Berita Palsu
Surat Penunjukan Penyedia Barang/Jasa (SPPBJ) Oleh Direktorat Jenderal Minyak dan Gas Bumi,"SURAT PENUNJUKAN PENYEDIA BARANG/JASA (sppbj) 083/SPPBJ.2114/PPK-VII Perihal : Penunjukan Penyedia untuk Pelaksanakan Paket Pengadaan Bahan Pangan Tenaga Honorer Direktorat Jenderal Minyak dan Gas Bumi T.A 2022 Kepada Yth PT UKA MANDIRI Komp Nusa Cisangkan … Blok R-3 Cimahi Dengan ini kami beritahukan bahwa penawaran Saudara/I melalui aplikasi SPSE pada : … kami nyatakan diterima/disetujui. Sebagai tindak lanjut dari surat Penunjukan Penyedia Barang/Jasa (SPPBJ) ini Saudara/I diharuskan untuk menandatangani Surat Perjanjian Kerja paling lambat 14 (empat belas) hari kerja setelah diterbitkannya Surat Penunjukan Penyedia Barang/Jasa. Kegagalan saudara/I untuk menerima penunjukan ini, akan dikenakan sanksi sesuai ketentuan dalam Peraturan Presiden Nomor 12 Tahun 2021 tentang Pengadaan Barang/Jasa Pemerintah. Jakarta, Januari 2023 Pejabat Penandatanganan Kontrak",Berita Palsu
Akun Sekda Kabupaten Karanganyar Timotius Suryadi,"“Perkenalkan saya Timotius S, S.Sos., M.Si selaku sekda karanganyar.” “Ada yang perlu saya sampaikan terkait dengan program bantuan dana hibah untuk Masjid/musholla tahun anggaran 2023” “Jadi saya arahkan untuk persyaratannya ya bapak Saya informasikan kembali bagi MASJID BAIT AL MAKMUR yang sudah layak menerima bantuan di mohon segera mengirimkan data untuk persyaratan nya Berikut persyaratan yang harus dilengkapi. Foto KTP pengurus MASJID/MUSHOLAH 2. Rekening a/n MASJID/MUSHOLAH Foto kondisi bangunan MASJID Nanti kalau sudah selesai di isi persyaratan nya nanti bapak kirim ke WhatsApp saya dalam bentuk foto dan nanti langsung saya serahkan kepada Panitia penyaluran donasi dan bapak akan di hubungi beliau”",Berita Palsu
Akun WhatsApp Sekda Temanggung Hary Agung Prabowo,"“assalamualaikum wr wb. Apa benar ingin dengan pengurus atau takmir MASJID AL MUTTAQIN” “Perkenalkan saya Hary Agung Prabowo selalu Sekretaris Daerah Temanggung” “Ada yang perlu saya sampaikan terkait dengan program bantuan dana hibah untuk Masjid/mushollaa tahun anggaran 2023” ""Jadi saya arah kan untuk persyaratannya ya bapak”",Berita Palsu
Ulama ini tidak beranjak dari tempat duduknya saat gempa di Turki,“keagungan sholawat Ulama ini tidak beranjak dari tempat duduknya saat gempa di Turki Yakinlah Hanya ALLAH Yang Dapat Menolong Kamu,Berita Palsu
FIRLI BAHURI TERJERAT OTT KPK,F1RLI BAHURI TERL1B4T OTT KPK JOKOWI P1MPIN L4NGSUNG BERS1HKAN KPK !!,Berita Palsu
"PUNYA HUTANG 50 MILIAR, SANDIAGA UNO GUGAT ANIES BASWEDAN","punya hutang 50 miliar, sandi4ga un0 gugat ani3s, isinya sangat mengr!kan & m3n4kutkan",Berita Palsu
GEMPA DENGAN KEKUATAN 12.7 SR MENGGUNCANG JAKARTA,GEMPA DENGAN KEKUATAN 12.7 SR MENGGUNCANG JAKARTA,Berita Palsu
Vaksin booster yg ke 2 harus bayar 100 Ribu,Vaksin booster yg ke 2 harus bayar 100rb wkwkwk,Berita Palsu
Gus Azmi Raja Tawuran,spontan? #gusazmi #fyp #xybca #tawuran,Berita Palsu
"TIDAK DISOROT MEDIA , DUA ARMADA TEMPUR INDONESIA BERAKHIR TRAGIS DI NATUNA UTARA","TIDAK DISOROT MEDIA , DUA ARMADA TEMPUR INDONESIA BERAKHIR TRAGIS DI NATUNA UTARA",Berita Palsu
NGERI !! CHINA BERHASIL OBRAK-ABRIK MILITER INDONESIA,NGERI !! CHINA BERHASIL OBRAK-ABRIK MILITER INDONESIA,Berita Palsu
Video “Jokowi Ungkap bahwa negara Uni eropa dan barat Mencoba Melemahkan indonesia”,“Debat Semakin panas.!! Jokowi Ungkap bahwa negara Uni eropa dan barat Mencoba Melemahkan indonesia”,Berita Palsu
Bandara King Hamad di Doha Qatar Memiliki Luas 776 Kilometer Persegi dan Lebih Besar Daripada Kota Mumbai di India,"“Ini adalah airport King Hamad di Doha, Qatar, taulah kalian bandara ini luasnya 776 km2 sedangkan kota Mumbai di India luasnya hanya 603km2, artinya airport ini lebih luas dari kota Mumbai di India!",Berita Palsu
PT Pos Indonesia Bagikan Subsidi Pemerintah Senilai Rp 2 Juta,"Selamat! Pos Indonesia Subsidi pemerintah pusat Melalui kuesioner, Anda akan memiliki kesempatan untuk mendapatkan 2000000 Rupiah.",Berita Palsu
PEMBANGKIT NUKLIR MELEDAK AKIBAT GEMPA BUMI DI TURKI,BREAKING: Pembangkit nuklir meledak akibat gempa bumi di Turki. #PrayForTurkey,Berita Palsu
AHLI JANTUNG INDONESIA BERBAGI CARA SEDERHANA UNTUK MENORMALKAN TEKANAN DARAH,"Tekanan darah tinggi akan hilang jika menggunakan bahan alami ini… BAGI MEREKA YANG MEMILIKI TEKANAN DARAH TINGGI, SEGERA BACA INI. CARA SEDERHANA UNTUK MENORMALKAN TEKANAN DARAH ANDA DI RUMAH.",Berita Palsu
Krisdayanti Histeris Raul Lemos Menikah Lagi,"Bak Petir MENYAMBAR!! KD Triak Histeris Raul Menikah Lagi,Yuni shara buka kedok sang adik ipar?",Berita Palsu
Video “Konspirasi Ricuhnya Papua Diduga Ulah Australia Yang Ingin Kuasai Papua Dari Indonesia”,Konspirasi Ricuhnya Papua Diduga Ulah Australia Yang Ingin Kuasai Papua Dari Indonesia,Berita Palsu
VIDEO “ROBOHNYA GEDUNG-GEDUNG PASCA GEMPA DI TURKEY”,Ciut nyali liat video gempa di Turki,Berita Palsu
TRUK DENGAN GAMBAR ANIES TERPEROSOK KE SUMUR RESAPAN,"Karyanya, Sumur Resapan, bikin cilaka. Eh, fotonya pun ga ada bedanya",Berita Palsu
TIM INASAR ( INDONESIA) sudah ada di Turki membantu pencarian para korban akibat gempa bumi,TIM INASAR ( INDONESIA) sudah ada di Turki membantu pencarian para korban akibat gempa bumi.,Berita Palsu
Foto “spanduk tahun 2003 Warga Nahdliyin Rindu Khilafah”,Saat itu NU belum di rasuki orang orang Munafik yg merusaknya dari dalamnya secara perlahan sistematis dan terstruktur,Berita Palsu
Jokowi Ancam Malaysia Jika Nekat Kirim Senjata ke Australia,"“TAK GENTAR MESKI DI ANCAM INDONESIA, MALAYSIA TETAP NGOTOT KIRIM BANTUAN INI KE AUSTRALIA”",Berita Palsu
Iis Dahlia Meninggal Dunia,"INNALILLAHI ! Keluarga Syok & Tak Menyangka, IIS DAHLIA Meninggal Dunia Mendadak",Berita Palsu
Rudal Indonesia Hancurkan Tentara dan Senjata Australia,"TNI LUNCURKAN LUSINAN RUDAL BANTAI TENTARA AUSTRALIA, HINGGA SENJATA BANTUAN MALAYSIA JADI RONGSOKAN",Berita Palsu
AS-Eropa Kirim Bantuan Senjata ke Malaysia,"MALAYSIA SEMAKIN BERANI, USAI DI SOKONG RIBUAN SENJATA OLEH 15 NEGARA INI",Berita Palsu
Australia Korbankan Warganya dalam Perang Melawan Indonesia,"SADIS!!KHAWATIR HARUS SERAHKAN WILAYAH DEMI NKRI, AUSTRALIA NEKAT KORBANKAN NYAWA WARGANYA DEMI INI",Berita Palsu
Ferdy Sambo Akan Dieksekusi Mati Pada 13 Februari 2023,"TEPAT TANGGAL 13 FEBRUARI SAMBO JALANI EKSEKUSI MATI, INI BARU KEADILAN !! MAHFUD BERHASIL LOBI HAKIM AGAR VONIS MATI SAMBO",Berita Palsu
TSUNAMI DI SALAH SEBUAH RESORT TEPI PANTAI TURKI,tsunami di salah sebuah resort di tepi pantai turkeye #PrayForTurkey,Berita Palsu
Pabrik Nuklir Turki terbakar #TurkeyEarthquake #turkeyearthquake2023,BREAKING: Pembangkit nuklir Turki terbakar. Ledakan besar telah terjadi. Seluruh dunia dalam bahaya. Bahan radioaktif dihilangkan dari pabrik dengan menular. Pergi. #PrayForTurkey #TurkeyEarthquake #turkeyearthquake2023 @Turkey #TurkeyQuake #FreeNnamdiKanu # BiafraExit,Berita Palsu
JOKOWI INCAR BABI PANGGANG SAAT PESTA IMLEK,Kasih info mase… Ini pesta imlek & Lurah Joe malah ngincar babi panggang. Tak tahu apa itu B2…?      Mungkin Lurah Joe lupa kalau ngaku muslim dan dianggap titisan Umar bin Khattab dan ngira bahwa dulu berhaji ke Mekkah & Madinah itu sekedar piknik,Berita Palsu
BRI Bagikan Subsidi Pengentasan Kemiskinan dari Pemerintah Rp 5 Juta,"BRI National Government Poverty Relief Subsidy 6 February, 2023 Congratulations! BRI National Government Poverty Relief Subsidy Through the questionnaire, you will have a chance to get 5000000 Rupiah . http://aheadshorthand[dot]top/bri-v2w/tb[dot]php?gk=hf1675413844594″",Berita Palsu
"Pencegahan awal gejala stroke untuk penderita riwayat hipertensi, diabetes dan kolestrol","Pencegahan awal gejala stroke untuk penderita riwayat hipertensi, diabetes dan kolestrol Kalo ada kram2/kesemutan di tangan dan kaki anda.. Ikat jari tangan dan jari kaki pake karet gelang satu persatu (kalo perlu semua jari kaki dan jari tangan) selama 2-3 menit (kalo darahnya sudah menghitam) tusuk pake jarum pen (beli di apotik atau lazada) di keluarkan darahnya dan lepaskan karet gelangnya, jarumnya harus yang steril (ilmu dasar bekam darah khusus stroke) ini tanda2 awal stroke, kaki tangan, leher, paha, betis, telapak kaki, wajah dan badan sering kram/kesemutan, apalagi badan sebelah kiri, sering terjatuh yg kita pegang tanpa di sadari.. artinya aliran darah dan saraf sudah tidak stabil.. jaga pola makan, pola hidup sehat, olahraga ringan, hindari pikiranberat/stres dan biasakan meminum air dewa 2x sehari biar pun kita kaya raya, pangkat/jabatan tinggi dan reputasi bagus kalo kena stroke, tak guna.. Waspadai sebelum terlambat.. kalo kena stroke, jangankan untuk berbicara, jalan dan bergerak aja pun susah 😭😭😭😭😢😭😭 semoga kita terhindar dari stroke dan sehat selalu.. amiin yraa 🙏🙏🙏",Berita Palsu
Demo besar-besaran di Australia Mereka bawa kain Merah-Putih Dan Meneriakan nama Jokowi,INI WAJIB DIKABARKAN ke Kaum Kadrun. Demo besar-besaran di Australia Mereka bawa kain Merah-Putih Dan Meneriakan nama Jokowi. Tidak ada dibelahan dunia ini pendemo seperti ini. Adakah dibelahan Timur tengah teriak Rizieq atau Anies dlm Demonya?? Pruuuut,Berita Palsu
"Eks Danjen kopassus sebut Buzzer Anies Mahluk Pemakan Bangkai, Tukang Fitnah Dan Adu Domba","Eks Danjen kopassus sebut Buzzer Anies Mahluk Pemakan Bangkai, Tukang Fitnah Dan Adu Domba",Berita Palsu
"Video Kapal China Masuk Natuna,TNI Siaga Tempur! TERKINI!","Kapal China Masuk Natuna,TNI Siaga Tempur !! -TERKINI !! #indonesiaku #indonesia #nkri #tni #militer #china #cina #tiongkok",Berita Palsu
Puluhan Tentara Ukraina Dikubur Sembarangan di Kuburan Masal,"18+ Peringatan! :warning: Ini adalah seberapa besar rasa hormat yang dimiliki Ukraina untuk para tentara yang gugur & ketika para istri, ibu, dan lain-lain bertanya di mana laki-laki mereka, mereka diberitahu bahwa laki-laki mereka hilang ketika berperang",Berita Palsu
Video Kehidupan di Amsterdam,Enam detik di Amsterdam yang sangat semarak,Berita Palsu
CHINA KETAR KETIR!!TEPAT HARI INI JOKOWI AMBIL LAHKAH BEGINI,CHINA KETAR KETIR!!TEPAT HARI INI JOKOWI AMBIL LAHKAH BEGINI,Berita Palsu
Video Kemunculan Burung Garuda di Jawa Timur,"Yang menonton vidio ini beruntung bisa melihat Burung Garuda dalam wujud nyata, walau hanya dalam Video. Simpan video ini sebagai Dokumentasi, karena Burung Garuda Yg menjadi Lambang Negara kita ini Sangat Langka dan sebagian orang menganggapnya sebagai Mitos bahwa Tidak Ada burung yang suka melebarkan sayapnya hingga 24 Jam ….. Sangat Gagah, Ditakuti Semua Burung. Di Dunia Ini dia adalah Rajanya Burung. Ternyata Burung Garuda Bukan Hanya Mitos Atau Dongeng. Dalam Cerita Ramayana Dia Adalah Jatayu. Burung Yang Sangat Jarang Menampakkan Dirinya. Tapi Baru2 Ini Garuda Telah Menampakkan Dirinya Di Daerah Hutan Gunung Penanggungan, Jawa Timur. Burung Yg Sayapnya Luar Biasa Lebar Dan sangat Indah. Mudah2 an Dengan Kemunculan Burung Ini menjadi Penanda Negara kita Republik Indonesia Tetap Kuat dan Jaya. Semoga Saudara2 Ku Yang menyaksikan Video Ini senantiasa diberikan rahmat berkah kesehatan, Panjang Umur, Bahagia lahir dan batin 🙏🙏🙏",Berita Palsu
NYATA!!! Penampakan Kota Gaib Saranjana… VIDEO AMATIR NOKIA 3660 ANTARA 2003/2004,"“NYATA!!! Penampakan Kota Gaib Saranjana… :cold_sweat:. VIDEO AMATIR NOKIA 3660 ANTARA 2003/2004” ~ akun TikTok @hanna.insomania, 13 Desember 2021 “Penampakan Nyata Kota Gaib Saranjana” ~ akun TikTok @adiaranggi666, 6 Agustus 2022 “Alam Jin – Kota Ghaib Saranjana Video amatir Nokia 3660 tahun 2003 2004. Gerbang dimensi Alam Manusia dan Alam Jin Robek. Terlihat penampakan salah satu sudut Kerajaan Ghaib. Sekarang mungkin sudah berubah menjadi Negara Saranjana. Pusat peradaban Alam Jin yang Maju dan Berteknologi Tinggi. Suasana Langit Alam Jin berbeda dengan Langit Alam manusia. Memang negara jin ini sangat luas wilayahnya, bagi yang kasyaf mungkin melihat 7 gerbang. Dan gerbang utama ada di pulau… Kota… Penduduk utamanya adalah bangsa jin dan ada pula bangsa manusia. Penduduk jin yang pinggiran ciri khasnya tidak mempunyai garis di bawah hidung dan bertelinga runcing seperti elf. Semuanya beragama Islam.. Konon istana Saranjana ini adalah…",Berita Palsu
#Tsunami menghantam pantai #Turki beberapa menit yang lalu setelah #Gempa Bumi,"#Tsunami menghantam pantai #Turki beberapa menit yang lalu setelah #Gempa Bumi. #PrayForTurkey #زلزال #earthquaketurkey 7,5 lainnya #gempa bumi #Turkiye #Syria”.",Berita Palsu
Indonesia Siap Akhiri Perang dengan Australia,GUNCANG BUMI AUSTRALIA!!INDONESIA NYATAKAN SIAP AKHIRI PERANG ASAL ADA SYARAT INI.,Berita Palsu
PENCULIKAN ANAK MENGGUNAKAN MOBIL AVANZA DI MADURA,"Siapapun yg punya grup madura tolong sebarkan, ini ke jadiannya di bangkalan penculiknya pake mobil avanza",Berita Palsu
"4 Februari 2023, Deklarasi tambah 1 Periode lagi ini di Hadiri Langsung Oleh Presiden RI Joko Widodo","Deklarasi tambah 1 Periode lagi ini di Hadiri Langsung Oleh Presiden RI Joko Widodo, dan kelihatannya beliau senang sekali.”",Berita Palsu
Tentara Cina Sudah Masuk Indonesia Tengah Malam Secara Terang-terangan Pakai Seragam,"Sudah terang2an pakai seragam militer? Gila ini beneran…… Tentara Cina sudah masuk Indonesia, tengah malam, untuk Apa.?!? Siap² saja Anak Cucu dijajah Aseng, atau siap jadi Mata² Cina / Pengkhianat bagi Negeri ini.!!! Mentri Pertahannya bahkan tidak merasakan bahaya ??",Berita Palsu
Video “CHINA PANIK TOTAL RIBUAN PASUKAN DIRGANTARA INDONESIA PENUHI DARATAN TIONGKOK”,"“CHINA PANIK TOTAL RIBUAN PASUKAN DIRGANTARA INDONESIA PENUHI DARATAN TIONGKOK” “Perang Asia Pecah.!!! Dikomando Jokowi, TNI Pastikan Ambil Alih Wilayah Ini”",Berita Palsu
MINUM ES SECARA RUTIN LEBIH BERBAHAYA DARI ROKOK,"Ternyata : MINUM ES SECARA RUTIN LEBIH BERBAHAYA DARI ROKOK Ada sepuluh bahaya dari minum air ES ✅ 1. Membekukan Makanan Beku nya makanan berminyak yang kita makan dan membuat proses pencernaan makanan menjadi lambat… Bayangkan lemak dari makanan berminyak menumpuk di saluran cerna kita ? Ibarat sampah yang menyumbat gorong-gorong, mengkonsumsi air es setelah makan, akan membuat proses pencernaan jadi lambat, ini karena dinding usus yang menyempit, mengakibat kan tidak bisa menyerap makanan dengan baik dan akhir nya gangguan proses pencernaan pun akan terjadi… ✅ 2. Memicu timbul nya batu ginjal Memicu terbentuk nya batu ginjal, bagi kita yang mempunyai resiko pembentukan batu ginjal, sangat tidak dianjurkan minum air teh es, hal ini di karena kan ada nya kandungan zat oxalate dalam air teh es (bahaya air teh es manis)… Zat oxalate adalah biang utama pemicu terbentuk nya batu ginjal, yang di sarankan untuk diminum adalah air putih, jus lemon atau air dengan tambahan lemon… Zat yang terkandung dalam lemon adalah, baik untuk orang yang memiliki resiko pembentukan batu ginjal, seperti Sitrat, tinggi nya kandungan sitrat dalam lemon, bisa mencegah batu ginjal… ✅ 3. Menyebab kan pusing Saat metabolisme tubuh terganggu, tubuh kita tidak bisa langsung beradaptasi, ketika terjadi perubahan suhu yang mendadak tatkala kita minum es…. Akibat nya suplai oksigen ke organ-organ tubuh berkurang, termasuk ke otak, dampak nya, kita akan merasa pusing… ✅ 4. Perut yang membuncit Adakah yang senang memiliki perut buncit ?, susah bergerak, berat dan sangat mengganggu penampilan… Di perut kita terdapat bantalan lemak yang fungsi nya untuk menghangat kan, termasuk menghangat kan air es yang kita minum… Semakin banyak air es yang dikonsumsi, bantalan lemak nya juga akan bertambah, dari sini lah sumber perut buncit… Apalagi bila tidak di iringi dengan olah raga teratur, maka bertambah lah bantalan lemak tersebut dan tambah buncit… ✅ 5. Begah Ketika minuman dingin masuk ke tubuh, enzim di lambung akan bereaksi dengan suhu dingin… Otot perut menjadi kram, selanjut nya perut terasa kembung akibat muncul nya gas dalam perut kita… ✅ 6. Jadi Terus Merasa Haus Sesudah minum air es, kok haus lagi ? Hilang nya cairan secara cepat di tubuh, adalah dampak dari minum air es… Cukupi kebutuhan cairan tubuh kita dengan minum air putih… Setelah berolah raga pun di saran kan untuk meminum air putih, agar kebutuhan cairan terpenuhi… ✅ 7. Memperlambat detak jantung Rangsangan pada saraf vagus akibat minum air es, bisa memperlambat kinerja jantung… Perlu diketahui, saraf vagus memiliki peranan penting dalam kegiatan tidak sadar tubuh, misal nya detak jantung… ✅ 8. Terjadi pembekuan di otak Meminum air es akan meningkatkan aliran darah menuju otak, sehingga kita tiba-tiba merasa pusing yang kemudian perlahan hilang (pembekuan otak)… Orang dengan riwayat migrain, berpotensi besar mengalami pembekuan otak… Organ yang sangat sensitif terhadap suhu ini (otak), harus dipastikan tetap hangat… Minum lah air biasa, apalagi sehabis makan, jangan memperberat kerja tubuh dengan meminum air es, sayangi tubuh kita… ✅ 9. Hilang nya nutrisi dalam tubuh Agar suhu tubuh menjadi normal kembali sesudah minum air es, tubuh kita perlu kerja ekstra. Padahal tubuh kita juga harus mencerna makanan dan menyerap nutrisi dari makanan tersebut… Karena energi tubuh banyak terpakai untuk mengatur suhu badan kita, maka nutrisi dari makanan yang kita konsumsi jadi tidak terserap secara optimal… ✅ 10. Memicu radang tenggorokan Radang tenggorokan di karena kan ada nya lendir di lapisan kerongkongan. Pemicu lendir tersebut adalah minuman yang terlalu dingin… Bahaya minum air es setelah makan, memang harus di hindari, karena ada baik nya kita mengkonsumsi air hangat setelah makan… Manfaat minum air hangat setelah makan cukup baik bagi kesehatan kita… Semoga Bermanfaat !!!… Salam sehat selalu dan tetap semangat…",Berita Palsu
Video Tahun 1956 Telah Memprediksi Pandemi COVID-19,"Wow, ini adalah video dari tahun 1956. Mereka meramalkan semua yang kita alami saat ini. Mereka bahkan tahu tahun persisnya itu akan terjadi… 2020. Sepertinya mereka merencanakannya",Berita Palsu
Akun Telegram Ternak Uang,#SEMUABISAINVESTASI Ternak uang. Jasa Tanam Modal 100%. Amanah & Terpercaya. Karena Sudah Di Verifikasi OJK. Keamanan Di Jamin 100%. Yang baru gabung dan belum paham bisa langsung DM admin. https://t[dot]me/Adm_Ternakuangofficiall,Berita Palsu
KALIMANTAN TOLAK KEDATANGAN JOKOWI IKN TERANCAM Gagal SUKU DAYAK NGAMUK,“NEWS KALIMANTAN TOLAK KEDATANGAN JOKOWI… !! – IKN TERANCAM Gagal… !! SUKU DAYAK NGAMUK !! VIRAL HARI”,Berita Palsu
DITEMUKAN BATU BERMUATAN LISTRIK DI KONGO,Fakta Mengejutkan! Telah Ditemukan batu Bermuatan Listrik di Republik Demokratik Kongo yang Diyakini sebagai Vibranium dalam Film “Black Panther”,Berita Palsu
RUMAH CAK NUN DISEGEL DENSUS 88,D3NSUS 88 B0RONG KELUARGA CAK NVN DI S3RET P4KSA,Berita Palsu
Mahfud MD Dipecat dari Menkopolhukam,"tak ada kata ampun & maaf, Mahfud MD dip3cat dari M3nkopolhukam!” “BERSIH BERSIH KABINET. DI PECAT DARI MEKOPOLHUKAM. LANGKAH TEGAS JKW BIKIN MAHFUD BERAKHIR MENGENASKAN",Berita Palsu
Ayah Ria Ricis Meninggal Januari 2023,"INNALILLAHI: Jenazah Tiba di Rumah Duka Ria Ricis, Semoga Beliau Tenang di Sana",Berita Palsu
PETARUHKAN NYAWA DEMI NKRI!! SEKUTU SEIMAN RI KIRIMKAN RIBUAN PASUKAN ELITE KE PERBATASAN LAKUKAN INI,PETARUHKAN NYAWA DEMI NKRI!! SEKUTU SEIMAN RI KIRIMKAN RIBUAN PASUKAN ELITE KE PERBATASAN LAKUKAN INI,Berita Palsu
Walikota Solo Mengeluarkan Perda Tawarkan Rp 1 Juta Bagi Warganya yang Ingin Berhenti Merokok,"bercanda gmn, jadi walikota solo aja sombong sampai ngeluarkan perda yg gak mutu gini apanya yg mau kita banggakan",Berita Palsu
"Link Kuesioner PT KAI Berhadiah Rp5,000,000","Congratulations! KAI 77th Anniversary Government Subsidy! Through the questionnaire, you will have a chance to get 5000000 Rupiah",Berita Palsu
Kondisi Memanas antara Suku Dayak dengan Penduduk Cina di Kalimantan,BRAVO suku Dayak mempertahankan harga diri NKRI.untuk melindungi aset2 negara dr oligarki,Berita Palsu
Gunung Semeru Meletus Menelan Ratusan Nyawa,"Berita hari ini! Satu Dusun Ludes Seketika, Ratusan Nyawa Melayang",Berita Palsu
Ibunda Ashanty Meninggal Januari 2023,"“INNALILLAHI: Setelah Pencurian di Rumah Ashanty, Kini Beliau di Tinggal Orang Tercinta”",Berita Palsu
Ashanty Nekat Datangkan Polisi Ke Rumah Pencuri Tasnya,"Mrinding!! Ashanty Nekat Datangi Rumah Pencuri Tas Mewah, Hingga Bawa Polisi, Anang Marah Besar?",Berita Palsu
"Survei Pengguna Chrome, Berhadiah Apple iphone 13 Pro","Selamat anda terpilih secara pribadi untuk ikut serta dalam Survei Tahunan Pengunjung 2023 dari kami! Beri tahu kami apa pendapat Anda mengenai chrome, sebagai ucapan ” Terima Kasih”, anda akan mendapatkan kesempatan untuk memenangkan Apple Iphone 13 Pro!",Berita Palsu
"Keputusan Final Jokowi, Ferdy Sambo Akan Segera Ditembak Mati",“KEPUTUSAN JOKOWI SUDAH FINAL :bangbang: FERDY SAMBO CS SIAP – SIAP” “KEPUTUSAN FINAL JOKOWI. FERDY SAMBO AKAN SEGERA DI TEMBAK MATI,Berita Palsu
Foto Anak Korban Penculikan Yang Diambil Organ Tubuhnya di Depok,Foto dr Babinsa Depok terlaot korban penculikan dan pembunuhan taget anak2 umur 3-5 thn. Korban diambil organ tubuhnya. korban anak warga depok pelaku sdh tertangkap 2hr lalu warga Cibinong laki n perermpuan. Korban lainnya 3 anak diambil organ jantung dan mata. Kita tetap waspada jaga anak cucu di rumah dan sekolahan. Info ini bukan hock. Langsung dr petugas Babinsa saat patroli di komplek rumah tadi malam,Berita Palsu
Prabowo Bantu Jokowi Lawan Eropa,"Bantu Jokowi lawan Eropa! Prabowo siapkan 44 kapal perang baru, kapal induk Indonesia….",Berita Palsu
Video “Viral!! Mahfud MD Bongkar Kasus Suap Dibalik Sidang Ferdy Sambo”,"“Viral!! Mahfud MD B0ngk4r K4sus Su4p Dibalik Sid4ang Ferdy Sambo” “ADA AMPLOP TERSELUBUNG, MAHFUD MD TUNTUT KERAS SIDANG VONIS SAMBO”",Berita Palsu
REKAMAN CCTV PENCULIKAN ANAK DIBIUS DAN DIMASUKKAN KARUNG DI BEKASI,Video kamera CCTV merekam penculikan anak maein sendirian dibius dan dimasukkan dlm karung terjadi di wisma asri bekasi berhati2lah yg punya anak jangan kasih maen jauh2 dan main diawasin.,Berita Palsu
Seseorang Bisa Mendapatkan Vaksin mRNA Dengan Memakan Daging Hewan Ternak yang Sudah Tervaksinasi mRNA,"Laporan: vaksin mRNA sedang disuntikkan ke ternak. Vaksin mRNA sedang disuntikkan ke ternak dan hewan pendamping, kata Dr. Robert Malone. Artinya, jika Anda mengonsumsi hewan yang divaksinasi, vaksin mRNA masuk ke tubuh Anda.",Berita Palsu
Venna Melinda Meninggal Dunia,"INNALILLAHI: Pesan Terakhir “Venna Melinda” Sebelum Alm, Meninggal Dunia",Berita Palsu
Coach Rahmad Darmawan Memberikan Dukungan La Nyalla Mattalitti Menjadi Ketua Umum PSSI,Rahmad Darmawan Pinta Voter Sadar dan Pilih La Nyalla Jadi Ketua Umum PSSI,Berita Palsu
Video Banjir Bandang Hanyutkan Batam,"BERITA HARI INI ~ MENGENASKAN, BANJIR BANDANG MEMATIKAN SEKETIKA HANYUTKAN KOTA INI",Berita Palsu
